2025-10-04 12:10:52,55.63085049,12.64934662,53.7039794921875,4.915351
2025-10-04 14:53:31,51.17474749,0.00485096,823.4854736328125,30.525066
2025-10-04 14:53:35,51.17431487,0.00100632,802.945068359375,19.28815
2025-10-04 14:53:39,51.17377139,-0.00292996,791.323974609375,17.57235
2025-10-04 14:53:44,51.17305995,-0.00786482,771.4510498046875,12.878063
2025-10-04 14:53:49,51.17229115,-0.01275022,755.9210205078125,15.475975
2025-10-04 14:53:54,51.1715268,-0.01748179,740.0555419921875,17.543901
2025-10-04 14:53:59,51.17075256,-0.02215479,737.6798095703125,11.05436
2025-10-04 14:54:04,51.1702536,-0.02696191,721.9864501953125,10.733573
2025-10-04 14:54:09,51.16949324,-0.03164719,714.192626953125,18.553566
2025-10-04 14:54:14,51.16877036,-0.03628558,703.593017578125,18.672596
2025-10-04 14:54:19,51.16823406,-0.04087043,679.0999755859375,18.918888
2025-10-04 14:54:25,51.16748704,-0.04641735,668.252197265625,18.933731
2025-10-04 14:54:29,51.16682661,-0.05004349,654.1099853515625,19.52729
2025-10-04 14:54:34,51.16605367,-0.05458857,647.233642578125,19.541489
2025-10-04 14:54:39,51.16521873,-0.05902256,637.3631591796875,17.50936
2025-10-04 14:54:45,51.16482303,-0.06451614,603.5166015625,19.56429
2025-10-04 14:54:49,51.16446726,-0.06824454,582.157470703125,18.104227
2025-10-04 14:54:55,51.1637188,-0.0739443,568.2919921875,18.205805
2025-10-04 14:54:59,51.16316822,-0.07776003,558.8779296875,15.260148
2025-10-04 14:55:04,51.16232185,-0.0824341,547.5479736328125,15.322677
2025-10-04 14:55:09,51.16146166,-0.08707662,537.5653076171875,15.086485
2025-10-04 14:55:14,51.16087094,-0.09159389,526.827392578125,15.534607
2025-10-04 14:55:19,51.16015301,-0.09601576,518.5900268554688,14.915529
2025-10-04 14:55:24,51.15932617,-0.1003963,508.9534912109375,16.275139
2025-10-04 14:55:29,51.15877558,-0.10488555,491.047607421875,20.813795
2025-10-04 14:55:35,51.15800412,-0.11034009,477.308349609375,24.734911
2025-10-04 14:55:40,51.1573659,-0.11485738,459.13189697265625,28.585491
2025-10-04 14:55:45,51.15661482,-0.11933525,445.57159423828125,30.411245
2025-10-04 14:55:50,51.15589661,-0.1237197,435.9022216796875,30.29925
2025-10-04 14:55:55,51.15553341,-0.12815845,403.0101318359375,26.998318
2025-10-04 14:56:01,51.15466853,-0.13323579,391.6796875,35.02083
2025-10-04 14:56:06,51.15418353,-0.13765023,373.37432861328125,29.589996
2025-10-04 14:56:10,51.15403128,-0.1413524,333.65380859375,28.56588
2025-10-04 14:56:16,51.15324172,-0.14682923,324.2156982421875,33.780685
